ps_code,mp_code,mp_name,boiler_name,boiler_type,creater_time,burn_ability,data_status,open_time,create_time,update_time,stopopen_time,stopopen_status,stopopen_reason,success_time
59767CBE8A83398DEE9E039C33529FF7,59767CBE8A83398D8F2F4B31CAE2A258,1号烟气排放口,#1焚烧炉,炉排炉,2014-08-01,600,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
59767CBE8A83398DEE9E039C33529FF7,59767CBE8A83398D0122E427614E86FF,2号烟气排放口,#2焚烧炉,炉排炉,2014-08-01,600,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
2FC51BC0AB25E9218FEF8C5E5444DD25,2FC51BC0AB25E921FC7412B66AD31C38,光大能源1号,光大能源（平度）1号,炉排炉,2017-01-04,300,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:01,,,,2023-04-23 00:00:00
2FC51BC0AB25E9218FEF8C5E5444DD25,2FC51BC0AB25E921B67C9B94C29FB15A,光大能源2号,光大能源（平度）2号,炉排炉,2017-01-04,300,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:01,,,,2023-04-23 00:00:00
2FC51BC0AB25E9218FEF8C5E5444DD25,2FC51BC0AB25E921ED371CA9D6A82068,光大能源3号,光大能源（平度）3号,炉排炉,2020-05-19,300,0,2020-07-08 00:00:00,2020-06-09 09:35:03,2023-04-25 12:10:05,,,,2023-04-23 00:00:00
7A57E25935FED4B616FDFDAB07B1844E,7A57E25935FED4B6B02DE81E31D69755,瀚蓝（海阳）1#焚烧炉,瀚蓝（海阳）1#焚烧炉,炉排炉,2021-01-14,500,0,2021-07-03 00:00:00,2021-07-02 09:35:08,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
3BAF3198C0944D376C199DCEC75CF42D,3BAF3198C0944D375BA107D0AB6C9E6E,1号废气排放口,1#焚烧锅炉,循环流化床焚烧炉,2019-06-01,500,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:02,2022-09-09 23:59:59,1,企业于2022年9月9日垃圾焚烧炉及附属设施全部停运，生产区域全面断电、封闭。,2023-04-23 00:00:00
3BAF3198C0944D376C199DCEC75CF42D,3BAF3198C0944D379EA530F9241F09F3,2废气排放口,2#焚烧锅炉,循环流化床焚烧炉,2018-06-30,500,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:01,2022-09-09 23:59:59,1,企业于2022年9月9日垃圾焚烧炉及附属设施全部停运，生产区域全面断电、封闭。,2023-04-23 00:00:00
3BAF3198C0944D376C199DCEC75CF42D,3BAF3198C0944D376CDC77A344511A0D,3号废气排口,3#焚烧锅炉,循环流化床焚烧炉,2018-07-01,500,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:04,2022-09-09 23:59:59,1,企业于2022年9月9日垃圾焚烧炉及附属设施全部停运，生产区域全面断电、封闭。,2023-04-23 00:00:00
2A6045384F72F941548C31943DBC0EFB,2A6045384F72F941448F898594A4C388,高唐国环再生资源,垃圾焚烧炉,炉排炉,2020-05-01,600,0,2020-11-24 00:00:00,2020-11-24 09:40:54,2023-04-25 12:10:01,,,,2023-04-23 00:00:00
BE1788F5F9ED1ECA12755C71194C3803,BE1788F5F9ED1ECA52419B0737F19339,二号烟囱排口,二号排放口,炉排炉,2021-12-31,300,0,2022-01-12 00:00:00,2022-01-11 09:35:07,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
BE1788F5F9ED1ECA12755C71194C3803,BE1788F5F9ED1ECADA98B8DF1FB636F9,一号烟囱排口,一号排放口,炉排炉,2022-01-31,300,0,2022-01-12 00:00:00,2022-01-11 09:35:07,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
01183E1539DD4FB27361509B5883F968,01183E1539DD4FB2F1880059339618642AA28D71ABE8C345,华川深能1号烟囱,华川深能,炉排炉,2018-12-31,750,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
01183E1539DD4FB27361509B5883F968,01183E1539DD4FB2BC068CE19ED4FAE69C842D04BB415E6C,华川深能2号烟囱,华川深能2号烟囱,炉排炉,2019-07-26,750,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
01183E1539DD4FB27361509B5883F968,01183E1539DD4FB20988E794BFE54FEEFAB5ABE2675F1B13,华川深能3号烟囱,华川深能3号烟囱,炉排炉,2019-07-27,750,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
01183E1539DD4FB27361509B5883F968,01183E1539DD4FB20AF0054A21CAF00A08D75AB316AA8B0C,华川深能4号烟囱,华川深能4号烟囱,炉排炉,2019-10-12,750,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:01,,,,2023-04-23 00:00:00
85B6CA827F48D231F0614929E1EE1D59,85B6CA827F48D23196DC168CFD99B114,1号废气排放口,1号废气排放口,炉排炉,2021-06-14,750,0,2021-08-25 00:00:00,2021-08-25 09:35:18,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
85B6CA827F48D231F0614929E1EE1D59,85B6CA827F48D2312A874AA2CB432A37,2号废气排放口,2号废气排放口,炉排炉,2021-06-20,750,0,2021-08-25 00:00:00,2021-08-25 09:35:18,2023-04-25 12:10:02,,,,2023-04-23 00:00:00
85B6CA827F48D231F0614929E1EE1D59,85B6CA827F48D231D0905B155CC55CC8,3号废气排放口,3号废气排放口,炉排炉,2021-07-12,750,0,2021-09-12 00:00:00,2021-08-25 09:35:18,2023-04-25 12:10:05,,,,2023-04-23 00:00:00
C541F3ABC7FF20C43426DFEBCF985E0D,C541F3ABC7FF20C40F568B67F849218C,气监控点一,#1生活垃圾焚烧机械炉排炉,炉排炉,2016-12-23,500,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
C541F3ABC7FF20C43426DFEBCF985E0D,C541F3ABC7FF20C45F815C2FE829C67C,气监控点二,#2生活垃圾焚烧机械炉排炉,炉排炉,2021-01-15,300,0,2021-04-17 00:00:00,2021-04-17 09:35:10,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
E2A716AB41E0EE91C2F7B5E330825D3C,E2A716AB41E0EE91A4086514D25D49E3,焚烧烟气排气筒,焚烧烟气排气筒,炉排炉,2021-11-30,400,0,2022-06-25 00:00:00,2022-06-24 09:35:10,2023-04-25 12:10:02,,,,2023-04-23 00:00:00
866B66AF0CE56CB29123B45A7062EC34,866B66AF0CE56CB2C3E49192AC71BD42,5#锅炉废气排放口,5#废气排口,炉排炉,2021-07-15,750,0,2022-04-02 00:00:00,2022-01-20 09:35:08,2023-04-25 12:10:02,,,,2023-04-23 00:00:00
866B66AF0CE56CB29123B45A7062EC34,866B66AF0CE56CB243AE026C029061F7,1#锅炉废气排放口,1#焚烧炉,循环流化床焚烧炉,2010-04-01,500,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2022-09-09 09:35:09,2022-09-08 23:59:59,1,停产超过3个月,2023-04-23 00:00:00
866B66AF0CE56CB29123B45A7062EC34,866B66AF0CE56CB2C2D0AEF203F1DB6F,2#锅炉废气排放口,2#锅炉废气排放口,循环流化床焚烧炉,2010-04-01,500,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2022-09-09 09:35:09,2022-09-08 23:59:59,1,停产超过1年,2023-04-23 00:00:00
866B66AF0CE56CB29123B45A7062EC34,866B66AF0CE56CB2C6C3411CA1E991A1,4#锅炉废气排放口,4#锅炉废气排放口,循环流化床焚烧炉,2016-09-06,700,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:01,,,,2023-04-23 00:00:00
866B66AF0CE56CB29123B45A7062EC34,866B66AF0CE56CB23E6D3BC708E7869A,3#锅炉废气排放口,3#锅炉废气排放口,循环流化床焚烧炉,2019-01-01,750,0,2020-03-23 00:00:00,2020-03-19 09:54:10,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
AE161A7AB1D01B42E272C8045E876CE0,AE161A7AB1D01B42BE13A27D869144D2,1#废气排放口,1#焚烧炉,炉排炉,2020-04-10,500,0,2021-01-09 00:00:00,2021-01-06 09:35:13,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
AE161A7AB1D01B42E272C8045E876CE0,AE161A7AB1D01B422BDAF3063B973E23,2#废气排放口,2#焚烧炉,炉排炉,2020-04-23,500,0,2021-01-10 00:00:00,2021-01-06 09:35:13,2023-04-25 12:10:01,,,,2023-04-23 00:00:00
922BEDBE9E3F13904530B5B8AB23095B,922BEDBE9E3F139014FEA0D7C6634A62,垃圾发电监控点,#1焚烧炉,炉排炉,2018-10-23,400,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
922BEDBE9E3F13904530B5B8AB23095B,922BEDBE9E3F1390EEB93C9FAD8AAE73,垃圾发电监控点2号,#2焚烧炉,炉排炉,2018-10-23,400,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:02,,,,2023-04-23 00:00:00
8F3EAC9171F405F4DC7C716315FF1145,8F3EAC9171F405F48B55D1CB694D9D5A,春晖环保1#排放口5#垃圾焚烧炉,春晖环保1#排放口5#垃圾焚烧炉,炉排炉,2018-06-08,500,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:02,,,,2023-04-23 00:00:00
8F3EAC9171F405F4DC7C716315FF1145,8F3EAC9171F405F4D957D3DFA128DE92,1#排放口0#垃圾焚烧炉新,1#排放口0#垃圾焚烧炉（新）,炉排炉,2021-03-01,500,0,2022-04-28 00:00:00,2022-04-28 09:35:12,2023-04-25 12:10:02,,,,2023-04-23 00:00:00
8F3EAC9171F405F4DC7C716315FF1145,8F3EAC9171F405F4DB1AA40C59A3DA07,春晖环保1#排放口1#垃圾焚烧炉,春晖环保1#排放口1#垃圾焚烧炉,循环流化床焚烧炉,2006-01-06,500,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
5F35E14AC266724954EA9E4E5BC6A8FC53A74F1EA832CE7304861B4F54935EA107473510F1F5D505,5F35E14AC266724954EA9E4E5BC6A8FC7842EDD5FE41E14C014446716E47CECC7045803E2DE53B7C,1#焚烧炉烟气监测点,1#焚烧炉烟气监测点,循环流化床焚烧炉,2022-01-17,800,0,2022-05-28 00:00:00,2022-05-28 09:35:08,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
5F35E14AC266724954EA9E4E5BC6A8FC53A74F1EA832CE7304861B4F54935EA107473510F1F5D505,5F35E14AC266724915D984459A3BF97F9E0A20C77D11ED668BFDE9C6A48EF28161EFB3308AB1F4B0,2号焚烧炉烟气排放口,2号焚烧炉烟气排放口,循环流化床焚烧炉,2022-01-18,800,0,2022-04-12 00:00:00,2022-04-09 09:35:07,2023-04-25 12:10:02,,,,2023-04-23 00:00:00
12B57166DB94E23911990E0ABAD9315E365DF73321DE1506A1128BCA9AF351C811BE9E0BEFCB7D84,12B57166DB94E23911990E0ABAD9315EB077749D2B36F0FEC217F750E11EAFF449F6164396EEAF34, 废气, 废气,炉排炉,2021-08-02,400,0,2022-09-03 00:00:00,2022-09-03 09:35:07,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
97DE461A8C44A0DAB4D49FABBFD8618D,97DE461A8C44A0DAD91F9CA68311FC5F,1#焚烧炉烟气排放口,1#焚烧炉烟气排放口,炉排炉,2021-12-28,600,0,2022-07-29 00:00:00,2022-07-20 09:35:09,2023-04-25 12:10:02,,,,2023-04-23 00:00:00
97DE461A8C44A0DAB4D49FABBFD8618D,97DE461A8C44A0DA0A234AFB93F3FA3B,2#焚烧炉烟气排放口,2#焚烧炉烟气排放口,炉排炉,2021-12-28,600,0,2022-08-24 00:00:00,2022-07-20 09:35:09,2023-04-25 12:10:02,,,,2023-04-23 00:00:00
0120B1AE224A2DF69EEB95EBC79139AC,0120B1AE224A2DF66156036F99A9DB6F,1#炉烟气排放口,1#炉,炉排炉,2018-07-01,300,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
0120B1AE224A2DF69EEB95EBC79139AC,0120B1AE224A2DF6DC2560626F29CFF9,2#炉烟气排放口,2#炉,炉排炉,2018-07-01,300,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
4EA3A1FD45F36A33234837918B3A3720,4EA3A1FD45F36A33E58D6C29E7FCDFA9,1号锅炉出口,1号锅炉出口,炉排炉,2012-04-03,250,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:02,,,,2023-04-23 00:00:00
4EA3A1FD45F36A33234837918B3A3720,4EA3A1FD45F36A33BB0E12E1FFD67FB2,2号锅炉出口,2号锅炉出口,炉排炉,2012-04-03,250,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
12B57166DB94E23919182F7C80F145530F694896441BEEB1CA628FEBA6E044142D4EEB832CBC1168,12B57166DB94E23919182F7C80F14553B3BFB850D9A0CB78B0573415764BD2A19DAD9B9B5BB2FF1B,1#排放口,1#排放口,炉排炉,2021-10-21,500,0,2022-09-06 00:00:00,2022-09-06 09:35:09,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
8609CB94471AA9B637B21A4BC0C3FD96,8609CB94471AA9B68D97C97937E7C699,焚烧炉排放口1,1号废气排放口,炉排炉,2021-08-20,750,0,2022-06-23 00:00:00,2021-10-26 09:35:08,2023-04-25 12:10:05,,,,2023-04-23 00:00:00
8609CB94471AA9B637B21A4BC0C3FD96,8609CB94471AA9B6B2EF54162642D5C2,焚烧炉排放口2,焚烧炉排放口2,炉排炉,2021-10-20,750,0,2022-06-23 00:00:00,2022-01-05 09:35:08,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
741D8E7C313F0FD6C63F19C8E4E1F458,741D8E7C313F0FD6B4B4C337B63C1EF8,废气排放口1,废气排放口1,炉排炉,2021-12-10,400,0,2022-07-09 00:00:00,2022-07-09 09:35:12,2023-04-25 12:10:02,,,,2023-04-23 00:00:00
741D8E7C313F0FD6C63F19C8E4E1F458,741D8E7C313F0FD6927EE579BECFE276,废气排放口2,废气排放口2,炉排炉,2021-12-10,400,0,2022-07-09 00:00:00,2022-07-09 09:35:12,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
F45EE7ADAB6E73A3BCC89F4ACA7ACBC5,F45EE7ADAB6E73A351B802AA804E052B,废气排放口,废气监测点,炉排炉,2021-05-10,600,0,2021-10-14 00:00:00,2021-09-28 09:35:13,2023-04-25 12:10:02,,,,2023-04-23 00:00:00
7E4B12708C6CB14908CB8B32DCEFBEFC,7E4B12708C6CB14937F6DEBD2813B70D,1#排放口,1#排放口,炉排炉,2022-03-24,500,0,2022-04-02 00:00:00,2022-03-29 09:35:07,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
7E4B12708C6CB14908CB8B32DCEFBEFC,7E4B12708C6CB14944AC7981C4A578F2,2#排放口,2#排放口,炉排炉,2022-04-11,500,0,2022-04-18 00:00:00,2022-04-12 09:35:07,2023-04-25 12:10:02,,,,2023-04-23 00:00:00
0120B1AE224A2DF62708E553435D969C,0120B1AE224A2DF6A2EF14EA499469ED,1#焚烧炉废气处理后排放口,1#焚烧炉废气处理后排放口,炉排炉,2020-05-01,400,0,2020-07-09 00:00:00,2020-07-04 09:35:03,2023-04-25 12:10:01,,,,2023-04-23 00:00:00
0120B1AE224A2DF62708E553435D969C,0120B1AE224A2DF69AAFCE59AFB8E15A,2#焚烧炉废气处理后排放口,2#焚烧炉废气处理后排放口,炉排炉,2020-05-01,400,0,2020-07-09 00:00:00,2020-07-04 09:35:03,2023-04-25 12:10:05,,,,2023-04-23 00:00:00
AEB93AA3E68F0DAA8E784F48708546E9,AEB93AA3E68F0DAAF3D0ED4AFF7B04A2,2号排放口,2号排放口,炉排炉,2017-06-30,750,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:02,,,,2023-04-23 00:00:00
AEB93AA3E68F0DAA8E784F48708546E9,AEB93AA3E68F0DAA6856F37C3B7E4CC4,3号排放口,3号排放口,炉排炉,2017-08-31,750,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
AEB93AA3E68F0DAA8E784F48708546E9,AEB93AA3E68F0DAA584057B6AE4A7B0D,1号排放口,1号排放口,炉排炉,2017-06-20,750,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:02,,,,2023-04-23 00:00:00
2D47D628222E88B35253FCCF8B2AD9AA9566093D80C7C8239A016FA3C829FB3503A264105114FE3D,2D47D628222E88B35253FCCF8B2AD9AA5039887399408E716FC382AC95E95C4BC5CF01195BC5E700,1#焚烧炉,1#焚烧炉,炉排炉,2021-11-18,500,0,2022-04-03 00:00:00,2022-04-02 09:35:07,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
5AADB5AA5AEC1BCBC251DC52BE85A695,5AADB5AA5AEC1BCBB9122226D9FB3EE5,1号焚烧炉烟气排放口,1号焚烧炉烟气排放口,炉排炉,2022-07-01,800,0,2022-09-01 00:00:00,2022-07-12 09:35:15,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
5AADB5AA5AEC1BCBC251DC52BE85A695,5AADB5AA5AEC1BCB32D217D486C2158A,2号焚烧炉烟气排放口,2号焚烧炉烟气排放口,炉排炉,2022-07-01,800,0,2022-09-01 00:00:00,2022-07-12 09:35:15,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
8609CB94471AA9B669C84B7FABD918CD,8609CB94471AA9B6C4CF0EA2094523EC,焚烧炉烟囱监控点,焚烧炉烟囱监控点,炉排炉,2021-02-04,400,0,2021-08-20 00:00:00,2021-08-18 09:35:08,2023-04-25 12:10:02,,,,2023-04-23 00:00:00
1B1B873C3BD15393CD9696B9E9613EF1,1B1B873C3BD15393ABC37BB7D4ADEE60,#1炉烟气排放口,1#焚烧炉,炉排炉,2022-08-29,1000,0,2022-10-30 00:00:00,2022-09-24 09:35:07,2023-04-25 12:10:01,,,,2023-04-23 00:00:00
1B1B873C3BD15393CD9696B9E9613EF1,5F35E14AC26672499B4CBCF189F46CDB8A5E74F0AC635537846DC07C77F92D80167CC54CCAB3BE41,#2炉烟气排放口,#2炉烟气排放口,炉排炉,2022-12-05,1000,0,2023-02-05 00:00:00,2022-12-09 09:35:10,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
5F35E14AC2667249AF33AEA00A3C885D7697656D0AC0325AD021F0320CB90FC4D5913E856B55EBD8,5F35E14AC2667249AF33AEA00A3C885DBF971463FA8F25187B13034A9CF925A1132E163EEE7DE224,1#炉废气总排口,1#炉废气总排口,炉排炉,2022-12-09,750,0,2023-03-05 00:00:00,2023-03-03 12:10:05,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
5F35E14AC2667249AF33AEA00A3C885D7697656D0AC0325AD021F0320CB90FC4D5913E856B55EBD8,5F35E14AC2667249AF33AEA00A3C885DBA00F4287D1959E539D1CF96CA86FA2BAE67B4298AB635C0,2#炉废气总排口,2#炉废气总排口,炉排炉,2022-12-09,750,0,2023-03-05 00:00:00,2023-03-03 12:10:05,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
5A557586F621577C7044B76308589A34,5A557586F621577CE4E55D21099DF500,1#焚烧炉排放口,1#焚烧炉排放口,炉排炉,2021-06-30,300,0,2022-10-15 00:00:00,2022-09-27 09:35:09,2023-04-25 12:10:02,,,,2023-04-23 00:00:00
5A557586F621577C7044B76308589A34,E64570E16BDBAF6D2BB0C0D8FE4F4A2786A41E893C24F021BA6CA49FC8ABBDF8F8794BF7B82D06CD,2#焚烧炉排放口,2#焚烧炉排放口,炉排炉,2021-06-30,300,0,2022-10-16 00:00:00,2022-09-27 09:35:09,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
4B8C0090E591106DA58A27C950251D64,4B8C0090E591106DC5B05E01CEBBB773,1#炉废气排放口（DA002),1#炉废气排放口（DA001),炉排炉,2021-03-18,350,0,2021-07-08 00:00:00,2021-07-07 09:35:12,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
4B8C0090E591106DA58A27C950251D64,4B8C0090E591106DB8E34E25D6740FE2,2#炉废气排放口（DA001),2#炉废气排放口（DA002),炉排炉,2021-03-18,350,0,2021-07-08 00:00:00,2021-07-07 09:35:12,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
3E22DA83672A6997C650D5EFC16D0A2D,3E22DA83672A69976A5E29CA915F3C67,废气排口,1#炉,炉排炉,2021-04-16,800,0,2021-06-17 00:00:00,2021-06-17 09:35:14,2023-04-25 12:10:05,,,,2023-04-23 00:00:00
E07A3BCFC8AB4FAD38349F407244BEA3,E07A3BCFC8AB4FAD18E55252BA93157D,#1炉废气排放口,#1炉废气排放口,炉排炉,2018-12-30,300,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
E07A3BCFC8AB4FAD38349F407244BEA3,E07A3BCFC8AB4FAD2E411C082658FA2D,#2炉废气排放口,#2炉废气排放口,炉排炉,2018-12-30,300,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
BF38658A0D7F8A1B1BE93889857F7BAF,BF38658A0D7F8A1B16FC8DFFBBDC0822,1号线废气排放口,1号线废气排放口,炉排炉,2019-01-18,750,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
BF38658A0D7F8A1B1BE93889857F7BAF,BF38658A0D7F8A1B1313C355BFF046B7,2号线废气排放口,2号线废气排放口,炉排炉,2019-01-18,750,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
CB67871E1EE812AD37CB38A1A51F7D01,CB67871E1EE812ADB46AD29F8E36B956,焚烧炉烟气排放口,焚烧炉烟气排放口,炉排炉,2022-01-12,500,0,2022-04-03 00:00:00,2022-03-30 09:35:08,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
5F74293A27E671D6784AEA5F9168EC54,5F74293A27E671D6343787D5C7854C11,总排口,总排口,炉排炉,2020-01-19,600,0,2021-02-09 00:00:00,2021-02-09 09:35:09,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
CBB517961CECB27CFACE953EA90AE1DC,CBB517961CECB27CC4A25DCAB6193E9D,1号焚烧炉,兰清环保能源1,炉排炉,2017-07-10,400,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
CBB517961CECB27CFACE953EA90AE1DC,CBB517961CECB27C9C8F422D4D4DBBED,2号焚烧炉,兰清环保能源2,炉排炉,2017-07-10,400,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
24CFF171C301C6AF688A4ECD36C6BF6E,24CFF171C301C6AFFD7A36B18597D9F4,1#焚烧炉排口,1#废气排放口,炉排炉,2020-06-10,800,0,2020-12-02 00:00:00,2020-08-20 09:35:04,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
24CFF171C301C6AF688A4ECD36C6BF6E,24CFF171C301C6AF93C264B5B0124CAD,2#焚烧炉排口,2#废气排放口,炉排炉,2020-06-10,800,0,2020-12-02 00:00:00,2020-08-20 09:35:04,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
24CFF171C301C6AF688A4ECD36C6BF6E,24CFF171C301C6AFA986760BC13B2887,3#焚烧炉排口,3#废气排放口,炉排炉,2020-06-10,800,0,2020-12-02 00:00:00,2020-08-20 09:35:04,2023-04-25 12:10:01,,,,2023-04-23 00:00:00
33D8050BDC499697DFF74AACEE8CF876,33D8050BDC49969786B61432CA6657D2,1#烟囱排放口,#1烟气排放口,炉排炉,2019-05-24,750,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
33D8050BDC499697DFF74AACEE8CF876,33D8050BDC49969731792346FA3F0BD7,2#烟囱排放口,#2烟气排放口,炉排炉,2019-05-24,750,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:05,,,,2023-04-23 00:00:00
54DBD258076E87A0397D8748D1405C39,54DBD258076E87A0D3629F7C62940B22,垃圾焚烧1,1#焚烧炉,炉排炉,2017-06-27,500,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
54DBD258076E87A0397D8748D1405C39,54DBD258076E87A08A2ACAF3A63B2B2C,垃圾焚烧2,2#焚烧炉,炉排炉,2017-06-27,500,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
F6E9337BFBBB34D653C366617974E224,F6E9337BFBBB34D61D4FB84E52418AFB,废气排放总口,废气排放总口,炉排炉,2021-09-10,500,0,2021-11-11 00:00:00,2021-09-16 09:35:11,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
AEB93AA3E68F0DAA5BC09F59DFB88F43,AEB93AA3E68F0DAA0814708A4733234F,废气3#,3#焚烧炉,炉排炉,2015-09-11,500,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
AEB93AA3E68F0DAA5BC09F59DFB88F43,AEB93AA3E68F0DAA469881AF00FEDE22,废气1#,1#焚烧炉,炉排炉,2014-01-21,500,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:01,,,,2023-04-23 00:00:00
AEB93AA3E68F0DAA5BC09F59DFB88F43,AEB93AA3E68F0DAAA5797663D44DA6C4,废气2#,2#焚烧炉,炉排炉,2014-01-21,500,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:02,,,,2023-04-23 00:00:00
0D5F210D2E72049F40625E6BD6D1E496,0D5F210D2E72049F1B07268D3597A558,邑清环保（1）,邑清环保（1）,炉排炉,2016-05-14,300,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:01,,,,2023-04-23 00:00:00
0D5F210D2E72049F40625E6BD6D1E496,0D5F210D2E72049F41012C7EFB06A388,邑清环保（2）,邑清环保（2）,炉排炉,2016-05-14,300,0,2020-01-01 00:00:00,2020-01-15 10:00:00,2023-04-25 12:10:02,,,,2023-04-23 00:00:00
5CD4170FD3202C705E7C7D6AF3DE0B23,5CD4170FD3202C703B2B408C8CA51F51,1#炉废气口,1#炉废气口,炉排炉,2021-05-01,500,0,2021-08-10 00:00:00,2021-07-06 09:35:12,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
5CD4170FD3202C705E7C7D6AF3DE0B23,5CD4170FD3202C7025C00837706F982E,2#炉废气口,2#炉废气口,炉排炉,2021-06-21,500,0,2021-09-16 00:00:00,2021-09-15 09:35:20,2023-04-25 12:10:02,,,,2023-04-23 00:00:00
607D7BE39E8B49743D320B5ADF2277B9,607D7BE39E8B497460E7B94592CE22BF,#1排放口	,1#废气排放口,炉排炉,2019-12-20,300,0,2020-04-20 00:00:00,2020-04-20 11:10:22,2023-04-25 12:10:03,,,,2023-04-23 00:00:00
607D7BE39E8B49743D320B5ADF2277B9,607D7BE39E8B497462612F9DC3BC950D,#2排放口	,2#废气排放口,炉排炉,2019-12-20,300,0,2020-04-20 00:00:00,2020-04-20 11:10:22,2023-04-25 12:10:04,,,,2023-04-23 00:00:00
